,index,rt,stimulus,key_press,name,trial_type,trial_index,time_elapsed,internal_node_id,response,certainty,char,set,transposition,order,shift_amount,shift_position,probe_pitches,shifted_pitches,swapped_pitches,shift_direction,question_num,has_decoy,subject,sona_x,block,time,malformed,option_1,option_2,chose,Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,Q15 - Parent Topics,Q15 - Topics,How did you arrive at this experiment?,Q16.1,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona_y,section,Cardinal Name,ID,Major and Minor triads,Rothenberg Propriety,Lerdahl Instable Modes,Unique Step Sizes,# IC 1,# IC 2,# IC 3,# IC 4,# IC 5,# IC 6,Consecutive semitones,Subset of Diatonic,Subset of MOLT,# Transpositions,Spread Unevenness,# Triads,Unique Trichords,Total Trichords,Dissonance Min,Dissonance Max,Dissonance Median,# Diagnostic Intervals,Semitone Set Violations,# Segments,Scale Degree Clarity,Motive Strength,Levenshtein Distance Pentatonic,Levenshtein Distance Diatonic,Stackable with 3rds,Scalar Pentachord,Imperfections,Polygon Area,Inverse Card. name,Diatonic Parents,Harmonic Minor Parents,Melodic Minor Parents,Unique Diads,Total Diads,Sameness Quotient,Coherence Quotient,Prime Form?,Note 2,Note 3,Note 4,Note 5
25,2272,1362.2199998935685,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,142,263143,0.0-142.0,1st,high,A,0 2 4 6 7,-1,"['shifted', 'swapped']",1,7,9 5 9 11 7 -1 5 0 5 -1 9 0,9 5 9 11 7 -1 5 1 5 -1 9 0,9 5 9 11 7 5 -1 0 5 -1 9 0,up,121,False,SSS0019,38347,2,2020-09-19 02:00:46.870000+00:00,,shifted,swapped,shifted,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
26,2274,482.31999995186925,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,164,301183,0.0-164.0,2nd,high,L,0 2 4 6 7,0,"['shifted', 'swapped']",-1,6,7 4 6 2 6 7 4 6 0 12 0 7,7 4 6 2 6 7 3 6 0 12 0 7,7 4 6 2 6 4 7 6 0 12 0 7,down,141,False,SSS0019,38347,2,2020-09-19 02:00:46.870000+00:00,,shifted,swapped,swapped,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
27,2279,408.0100000137463,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,219,402249,0.0-219.0,2nd,high,L,0 2 4 6 7,-2,"['shifted', 'swapped']",-1,7,5 4 2 -2 4 -2 5 0 4 -2 5 4,5 4 2 -2 4 -2 5 -1 4 -2 5 4,5 4 2 -2 4 5 -2 0 4 -2 5 4,down,191,False,SSS0019,38347,2,2020-09-19 02:00:46.870000+00:00,,shifted,swapped,swapped,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
28,2280,609.1700000688434,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,10,21196,0.0-10.0,2nd,high,L,0 2 4 6 7,3,"['shifted', 'swapped']",1,6,8 3 5 7 5 13 3 5 13 5 13 8,8 3 5 7 5 13 4 5 13 5 13 8,8 3 5 7 5 3 13 5 13 5 13 8,up,1,False,SSS0019,38347,3,2020-09-19 02:08:26.398000+00:00,,shifted,swapped,swapped,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
29,2282,1441.9049998978153,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,32,59677,0.0-32.0,neither,high,G,0 2 4 6 7,-2,"['swapped', 'shifted']",1,7,2 0 4 10 2 10 4 -2 10 5 2 0,2 0 4 10 2 10 4 -1 10 5 2 0,2 0 4 10 2 4 10 -2 10 5 2 0,up,21,False,SSS0019,38347,3,2020-09-19 02:08:26.398000+00:00,,swapped,shifted,neither,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
30,2286,1258.0650000600144,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,76,139915,0.0-76.0,2nd,high,L,0 2 4 6 7,-1,"['shifted', 'swapped']",-1,7,1 7 1 9 11 2 -1 9 1 -1 9 1,1 7 1 9 11 2 -1 8 1 -1 9 1,1 7 1 9 11 -1 2 9 1 -1 9 1,down,61,False,SSS0019,38347,3,2020-09-19 02:08:26.398000+00:00,,shifted,swapped,swapped,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
31,2289,584.9699999671429,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,109,198821,0.0-109.0,2nd,high,L,0 2 4 6 7,3,"['swapped', 'shifted']",1,7,15 10 14 10 15 8 14 15 8 10 12 10,15 10 14 10 15 8 14 16 8 10 12 10,15 10 14 10 15 14 8 15 8 10 12 10,up,91,False,SSS0019,38347,3,2020-09-19 02:08:26.398000+00:00,,swapped,shifted,shifted,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
32,2292,696.7799999983981,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,142,259641,0.0-142.0,2nd,high,L,0 2 4 6 7,-3,"['swapped', 'shifted']",-1,7,3 -1 -3 3 -3 1 9 -1 3 1 -3 9,3 -1 -3 3 -3 1 9 -2 3 1 -3 9,3 -1 -3 3 -3 9 1 -1 3 1 -3 9,down,121,False,SSS0019,38347,3,2020-09-19 02:08:26.398000+00:00,probe doesn't include all set's notes.,swapped,shifted,shifted,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
33,2308,1360.3199999779463,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,98,179033,0.0-98.0,neither,high,G,0 2 4 6 7,2,"['swapped', 'shifted']",1,7,3 2 3 2 10 8 3 10 8 14 12 8,3 2 3 2 10 8 3 11 8 14 12 8,3 2 3 2 10 3 8 10 8 14 12 8,up,81,False,SSS0019,38347,4,2020-09-19 02:15:39.712000+00:00,,swapped,shifted,neither,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
34,2311,366.3099999539554,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,131,236330,0.0-131.0,1st,high,A,0 2 4 6 7,1,"['swapped', 'shifted']",1,6,1 6 10 6 12 6 13 10 6 8 6 12,1 6 10 6 12 6 14 10 6 8 6 12,1 6 10 6 12 13 6 10 6 8 6 12,up,111,False,SSS0019,38347,4,2020-09-19 02:15:39.712000+00:00,,swapped,shifted,swapped,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
35,2313,1504.685000050813,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,153,275211,0.0-153.0,neither,high,G,0 2 4 6 7,-3,"['shifted', 'swapped']",-1,6,-3 2 -3 4 6 -3 2 4 6 9 2 9,-3 2 -3 4 6 -3 1 4 6 9 2 9,-3 2 -3 4 6 2 -3 4 6 9 2 9,down,131,False,SSS0019,38347,4,2020-09-19 02:15:39.712000+00:00,probe doesn't include all set's notes.,shifted,swapped,neither,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
36,2328,4592.705000075512,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,98,181444,0.0-98.0,1st,high,A,0 2 4 6 7,1,"['shifted', 'swapped']",-1,7,1 4 3 4 11 1 4 3 13 4 3 9,1 4 3 4 11 1 4 2 13 4 3 9,1 4 3 4 11 4 1 3 13 4 3 9,down,81,False,SSS0019,38347,5,2020-09-19 02:22:51.857000+00:00,,shifted,swapped,shifted,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
37,2343,549.8999999836087,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,43,79400,0.0-43.0,1st,high,A,0 2 4 6 7,0,"['shifted', 'swapped']",1,6,0 5 12 9 5 11 9 7 5 7 0 7,0 5 12 9 5 11 10 7 5 7 0 7,0 5 12 9 5 9 11 7 5 7 0 7,up,31,False,SSS0019,38347,6,2020-09-19 02:29:48.238000+00:00,,shifted,swapped,shifted,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
38,2354,1297.4450000328943,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,164,293088,0.0-164.0,neither,high,G,0 2 4 6 7,1,"['shifted', 'swapped']",-1,6,13 11 6 3 6 11 3 6 5 13 3 5,13 11 6 3 6 11 2 6 5 13 3 5,13 11 6 3 6 3 11 6 5 13 3 5,down,141,False,SSS0019,38347,6,2020-09-19 02:29:48.238000+00:00,,shifted,swapped,neither,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
39,2358,402.0200000377372,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,208,373351,0.0-208.0,2nd,high,L,0 2 4 6 7,2,"['swapped', 'shifted']",-1,6,13 9 11 14 9 7 13 11 14 2 14 9,13 9 11 14 9 7 12 11 14 2 14 9,13 9 11 14 9 13 7 11 14 2 14 9,down,181,False,SSS0019,38347,6,2020-09-19 02:29:48.238000+00:00,,swapped,shifted,shifted,19,20,No,"headphone, in-ear, Apple airpods (the first model)",8-18,Spanish,I focused on rhythm pattern and note changes,,Unknown,SONA for course credit,Agree,,Yes,Female,,6.0,9+,"Yes, I do alright",violin,Strongly Agree,Agree,note changes and sometimes rhythm,2020-09-18 22:39:34,38347,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
40,4066,685.0200000008044,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,79,217955,0.0-79.0,2nd,high,L,0 2 4 6 7,-3,"['swapped', 'shifted']",-1,6,1 3 1 3 -3 1 3 -1 3 -1 9 -1,1 3 1 3 -3 1 2 -1 3 -1 9 -1,1 3 1 3 -3 3 1 -1 3 -1 9 -1,down,61,False,SSS0032,39535,1,2020-09-23 20:48:23.713000+00:00,probe doesn't include all set's notes.,swapped,shifted,shifted,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
41,4070,397.1399999973364,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,123,319007,0.0-123.0,1st,high,A,0 2 4 6 7,-1,"['swapped', 'shifted']",-1,6,3 -1 3 5 11 1 5 6 -1 11 6 -1,3 -1 3 5 11 1 4 6 -1 11 6 -1,3 -1 3 5 11 5 1 6 -1 11 6 -1,down,101,False,SSS0032,39535,1,2020-09-23 20:48:23.713000+00:00,,swapped,shifted,swapped,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
42,4080,2403.2899999984074,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,10,25684,0.0-10.0,2nd,high,L,0 2 4 6 7,1,"['swapped', 'shifted']",-1,6,11 6 11 13 5 6 11 5 13 1 13 3,11 6 11 13 5 6 10 5 13 1 13 3,11 6 11 13 5 11 6 5 13 1 13 3,down,1,False,SSS0032,39535,2,2020-09-23 20:55:38.461000+00:00,,swapped,shifted,shifted,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
43,4093,1094.1800000000512,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,153,293715,0.0-153.0,1st,high,A,0 2 4 6 7,2,"['swapped', 'shifted']",1,7,12 14 12 4 7 2 4 7 2 6 2 6,12 14 12 4 7 2 4 8 2 6 2 6,12 14 12 4 7 4 2 7 2 6 2 6,up,131,False,SSS0032,39535,2,2020-09-23 20:55:38.461000+00:00,,swapped,shifted,swapped,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
44,4095,1068.5699999994831,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,175,333020,0.0-175.0,2nd,high,L,0 2 4 6 7,-2,"['shifted', 'swapped']",1,7,8 10 6 -2 6 8 0 -2 10 8 6 0,8 10 6 -2 6 8 0 -1 10 8 6 0,8 10 6 -2 6 0 8 -2 10 8 6 0,up,151,False,SSS0032,39535,2,2020-09-23 20:55:38.461000+00:00,probe doesn't include all set's notes.,shifted,swapped,swapped,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
45,4098,53.80999999761116,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,208,392943,0.0-208.0,1st,high,A,0 2 4 6 7,-2,"['shifted', 'swapped']",1,6,8 2 0 8 2 8 3 2 -2 10 3 2,8 2 0 8 2 8 4 2 -2 10 3 2,8 2 0 8 2 3 8 2 -2 10 3 2,up,181,False,SSS0032,39535,2,2020-09-23 20:55:38.461000+00:00,,shifted,swapped,shifted,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
46,4099,279.5449999975972,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,219,411940,0.0-219.0,1st,high,A,0 2 4 6 7,3,"['shifted', 'swapped']",1,6,13 7 3 7 3 8 13 15 3 13 15 3,13 7 3 7 3 8 14 15 3 13 15 3,13 7 3 7 3 13 8 15 3 13 15 3,up,191,False,SSS0032,39535,2,2020-09-23 20:55:38.461000+00:00,probe doesn't include all set's notes.,shifted,swapped,shifted,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
47,4107,2579.655000001425,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,87,170906,0.0-87.0,neither,high,G,0 2 4 6 7,0,"['swapped', 'shifted']",1,7,12 8 12 10 12 8 10 3 10 0 2 10,12 8 12 10 12 8 10 4 10 0 2 10,12 8 12 10 12 10 8 3 10 0 2 10,up,71,False,SSS0032,39535,3,2020-09-23 21:05:00.737000+00:00,,swapped,shifted,neither,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
48,4111,6460.080000000773,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,131,279547,0.0-131.0,neither,high,G,0 2 4 6 7,-1,"['swapped', 'shifted']",-1,6,5 0 5 -1 7 -1 9 7 11 -1 5 -1,5 0 5 -1 7 -1 8 7 11 -1 5 -1,5 0 5 -1 7 9 -1 7 11 -1 5 -1,down,111,False,SSS0032,39535,3,2020-09-23 21:05:00.737000+00:00,,swapped,shifted,neither,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
49,4114,7098.489999996731,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,164,394834,0.0-164.0,1st,high,A,0 2 4 6 7,0,"['shifted', 'swapped']",-1,6,4 10 5 12 10 0 4 12 5 10 0 5,4 10 5 12 10 0 3 12 5 10 0 5,4 10 5 12 10 4 0 12 5 10 0 5,down,141,False,SSS0032,39535,3,2020-09-23 21:05:00.737000+00:00,probe doesn't include all set's notes.,shifted,swapped,shifted,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
50,4132,741.1299999984913,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,142,330234,0.0-142.0,2nd,high,L,0 2 4 6 7,1,"['swapped', 'shifted']",1,7,3 9 11 3 9 13 3 1 4 1 13 11,3 9 11 3 9 13 3 2 4 1 13 11,3 9 11 3 9 3 13 1 4 1 13 11,up,121,False,SSS0032,39535,4,2020-09-23 21:13:52.827000+00:00,,swapped,shifted,shifted,32,,No,in-eaer,,English,,,,SONA for payment,Agree,,No,Male,,4.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,,2020-09-23 17:46:49,39535,0.0,213,46,1,improper,0,3,1,3,1,2,2,1,1,True,3,12,0.4642857142857142,5,9,10,0.1588823263715259,0.3209210874911865,0.2364715286844132,4,8,3,1.0,4,2,2,False,True,3,0.572651614658247,171,1,0,1,6,13,0.1999999999999999,0.52,0,2,4,6,7
